#
# Format:  CODE : ISOC : LAT : LONG : Description
#
DET:KDET:42.4091944:-83.0098611:627:Detroit City, Michigan, USA
DFW:KDFW:32.8959500:-97.0372000:603:Dallas-Ft. Worth International, Texas, USA
DMR::14.5333333:44.4333333::Dhamar, Yemen
DRW:YPDN:-12.4161111:130.8755556:101:Darwin, Northern Territory, Australia
DSM:KDSM:41.5349333:-93.6606917:957:Des Moines International, Iowa, USA
DTT:KDTT::::All Airports around Detroit, Michigan, USA
DTW:KDTW:42.2120583:-83.3488361:639:Detroit Metropolitan/Wayne County, Michigan, USA
DUB:EIDW:53.4213889:-6.2697222:242:Dublin Airport, Ireland
DUS:EDDL:51.2808333:6.7572222:144:Dusseldorf, Germany
ELP:KELP:31.8066833:-106.3778056:3956:El Paso International, El Paso, Texas, USA
EWR:KEWR:40.6929889:-74.1684694:18:Newark International, New Jersey, USA
EYW:KEYW:24.5561250:-81.7595417:4:Key West International, Florida, USA
EZE:SAEZ:-34.8222222:-58.5358333:66:Buenos Aires, Argentina
FAI:PAFA:64.8141167:-147.8586139:434:Fairbanks International, Alaska, USA
FAR:KFAR:46.9193500:-96.8149889:900:Fargo Hector International, North Dakota, USA
FAT:KFAT:36.7761861:-119.7181389:333:Fresno Air Terminal, California, USA
FCO:LIRF:41.8116667:12.2522222:10:Rome, Italy
FDF:TFFF:14.5833333:-61.0000000:13:Fort De France, MQ
FLL:KFLL:26.0725972:-80.1527417:11:Ft. Lauderdale-Hollywood International, Florida, USA
FOE:KFOE:38.9503917:-95.6641194:1079:Topeka Forbes Field, Kansas, USA
FOO::-0.9333333:134.8666667::Numfoor, Indonesia
FRA:EDDF:50.0333333:8.5702778:371:Frankfurt, Germany
FSD:KFSD:43.5813500:-96.7417000:1429:Sioux Falls Regional, South Dakota, USA
FWA:KFWA:40.9784667:-85.1951472:815:Ft. Wayne Allen County, Indiana, USA
GCM:MWCR:19.3000000:-81.3500000:10:Grand Cayman, KY
GDL:MMGL:20.5213889:-103.3108333:5012:Guadalajara, Mex
GEG:KGEG:47.6198556:-117.5338417:2372:Spokane International, Washington, USA
GEX:YGLG:-38.1333333:144.3500000::Geelong, Victoria, Australia
GIG:YGIG:-31.4663889:115.8616667:246:Rio De Janeiro, Brazil
GLA:EGPF:55.8719444:-4.4330556:26:Glasgow, Scotland
GND::12.1500000:-61.6166667::Grenada, GD
GRR:KGRR:42.8826417:-85.5239667:794:Grand Rapids/Kent County International, Michigan, USA
GRU:SBGR:-23.0000000:-47.1333333:2461:Sao Paulo, Brazil
GSO:KGSO:36.0977472:-79.9372972:926:Greensboro-High Pt.-Winston Salem Regional, North Carolina, USA
HAV:MUHA:22.9833333:-82.4000000:194:Jose Marti, Havana, Cuba
HDY:YHDY:-21.3166667:138.3000000:115:Hat Yai (Hatyai) [Songkhia], Thailand
HEL:EFHK:60.3172222:24.9633333:184:Helsinki, Finland
HEL:EFHK:60.3172222:24.9633333:184:Kazantzakis, Herakleion, Greece
HKG:VHHH:22.3250000:113.9270000:19:Hong Kong
HKT:VTSP:8.1166667:98.3166667:33:Phuket, Thailand
HNL:PHNL:21.3186917:-157.9224083:13:Honolulu International, Hawaii, USA
HOT:KHOT:34.4780333:-93.0962083:541:Hot Springs Memorial Field
HOU:KHOU:29.6454194:-95.2788778:46:Houston William P. Hobby, Texas, USA
HPN:KHPN:41.0669583:-73.7075750:439:White Plains/Westchester County, New York, USA
HRL:KHRL:26.2285083:-97.6543806:36:Harlingen, Texas, USA
HUF:KHUF:39.4518722:-87.3089083:585:Terre Haute Hulman Regional, Indiana, USA
HVN:KHVN:41.2639000:-72.8871000:14:New Haven Tweed, Connecticut, USA
IAD:KIAD:38.9446944:-77.4557944:313:Washington Dulles, Virginia, USA
IAH:KIAH:29.9804778:-95.3397139:98:Houston Intercontinental, Texas, USA
ICT:KICT:37.6499583:-97.4330472:1332:Wichita Mid-Continent, Kansas, USA
ILG:KILG:39.6787111:-75.6065333:80:Wilmington/New Castle County, Delaware, USA
IND:KIND:39.7173306:-86.2943833:797:Indianapolis International, Indiana, USA
INT:KINT:36.1337139:-80.2219889:971:Winston-Salem Smith Reynolds, North Carolina, USA
ITH:KITH:42.4910278:-76.4584444:1099:Ithaca Tompkins County, New York, USA
ITO:PHTO:19.7202639:-155.0484694:39:Hilo General Lyman Field, Hawaii, USA
JAN:KJAN:32.3111833:-90.0758944:346:Jackson Municipal/Thompson Field, Missippi, USA
JAX:KJAX:30.4940556:-81.6878333:30:Jacksonville International, Florida, USA
JFK:KJFK:40.6397500:-73.7789250:13:New York John F. Kennedy International, New York, USA
JKT:WIIX:-6.1500000:106.8500000::All Airports around Jakarta, Indonesia
JNU:PAJN:58.3549611:-134.5762750:19:Juneau International, Alaska, USA
KCK:KKCK::::All Airports around Kansas City, Kansas, USA
KEN::7.8833333:-11.1833333::Kenema, Sierra Leone
KIN:MKJP:17.9333333:-76.7833333:30:Kingston, Jamaica
KIX:RJBB:34.7853000:135.4381000:49:Osaka, Japan
KOA:PHKO:19.7387667:-156.0456306:47:Kailua-Kona Keahole, HI
KRE::28.5000000:33.9500000::Kirundo, Burundi
LAN:KLAN:42.7787000:-84.5873583:861:Lansing Capital City, Michigan, USA
LAS:KLAS:36.0803056:-115.1503056:2175:Las Vegas McCarran International, Nevada, USA
LAX:KLAX:33.9425361:-118.4080750:126:Los Angeles International, California, USA
LCH:KLCH:30.1260972:-93.2234028:15:Lake Charles, Louisiana, USA
LFT:KLFT:30.2052806:-91.9876556:43:Lafayette, Louisiana, USA
LGA:KLGA:40.7772444:-73.8726083:22:New York La Guardia, New York, USA
LGB:KLGB:33.8177139:-118.1516111:57:Long Beach Daugherty Field, California, USA
LGW:EGKK:51.1480556:-0.1900000:203:Gatwick, London, UK
LHR:YLHR:-12.7883333:143.3047222:75:Heathrow, London, UK
LIH:PHLI:21.9759833:-159.3389583:153:Lihue, Hawaii, USA
LIT:KLIT:34.7290000:-92.2245833:259:Little Rock Regional, Arkansas, USA
LNK:KLNK:40.8509694:-96.7592472:1214:Lincoln Municipal, Nebraska, USA
LON:EGRB:51.5000000:-0.1166667:128:All Airports around London, United Kingdom
LRD:KLRD:27.5437528:-99.4615444:509:Laredo, Texas, USA
LST:YMLT:-41.5500000:147.2166667:584:Launceston, Tasmania
MAD:LEMD:40.4722222:-3.5605556:1909:Madrid, Spain
MAN:EGCC:53.3536111:-2.2747222:256:Manchester, UK
MBJ:MKJS:18.5000000:-77.9166667:10:Montego Bay, Jamaica
MBS:KMBS:43.5329139:-84.0796472:669:Saginaw Tri-City, Michigan, USA
MBW:YMMB:-37.9666667:145.1000000:50:Moorabbin, Victoria, Australia
MCI:KMCI:39.2976056:-94.7139056:1026:Kansas City International, Missouri, USA
MCO:YMCO:-37.6002778:149.7194444:101:Orlando International, Florida, USA
MDT:KMDT:40.1934944:-76.7634028:310:Harrisburg International, Pennsylvania, USA
MDW:KMDW:41.7859833:-87.7524250:619:Chicago Midway, Illinois, USA
MEB:YMEN:-37.7333333:144.9000000:282:Essendon, Melbourne, Victoria, Australia
MEL:YMML:-37.6747222:144.8422222:434:Tulamarine, Melbourne, Victoria, Australia
MEM:KMEM:35.0435222:-89.9767639:332:Memphis International, Tennessee, USA
MEX:MMMX:19.4352778:-99.0722222:7329:Mexico City, Mexico
MFW:KMFW::::All Airports around Miami, Ft. Lauderdale and West Palm Beach, Florida, USA
MGM:KMGM:32.3006444:-86.3939750:221:Montgomery Municipal/Dannelly Field, Alabama, USA
MHT:KMHT:42.9335278:-71.4377111:233:Manchester, New Hampshire, USA
MIA:KMIA:25.7931528:-80.2903278:11:Miami International, Florida, USA
MIL::45.4666667:9.2000000::All Airports around Milano, Italy
MKC:KMKC:39.1232417:-94.5927361:758:Kansas City Downtown, Missouri, USA
MKE:KMKE:42.9467861:-87.8970056:723:Milwaukee General Mitchell International, Wisconsin, USA
MLI:KMLI:41.4485750:-90.5074278:589:Moline Quad City, Alabama, USA
MNI:TRPM:16.7500000:-62.2333333:39:Montserrat, Leeward Islands
MNL:RPLL:14.5166667:121.0166667:75:Manila, Philippines
MOB:KMOB:30.6914111:-88.2428111:218:Mobile Municipal/Bates Field, Alabama, USA
MOW:::::All Airports around Moskva, Russia
MRY:KMRY:36.5869833:-121.8429472:253:Monterey, California, USA
MSN:KMSN:43.1395417:-89.3369389:862:Madison Dane County Regional, Wisconsin, USA
MSO:KMSO:46.9163111:-114.0905556:3201:Missoula County, Montana, USA
MSP:KMSP:44.8805472:-93.2169222:841:Minneapolis-St. Paul International, Minnesota, USA
MSY:KMSY:29.9934639:-90.2579167:6:New Orleans International, Louisiana, USA
MUC:EDDM:48.3538889:11.7861111:1486:Munich International Airport, Munich, Germany
NAS:MYNN:25.0408333:-77.4704444:23:Nassau, Bahamas
NRT:RJAA:35.7666667:140.3833333:144:Narita, Tokyo, Japan
NRW:::::All Airports around Nordrhein-Westfalen, Germany
NYC:KNYC:40.7666667:-73.9833333:89:All Airports around New York City, New York, USA
OAJ:KOAJ:34.8291639:-77.6121389:95:Jacksonville Albert J. Ellis, North Carolina, USA
OAK:KOAK:37.7212917:-122.2207167:6:Oakland International, California, USA
OGG:PHOG:20.8986500:-156.4304583:54:Kahului, HI
OKC:KOKC:35.3930889:-97.6007333:1295:Oklahoma City Will Rogers World, Oklahoma, USA
OLM:KOLM:46.9705000:-122.9022083:206:Olympia, WA
OMA:KOMA:41.3025194:-95.8941722:981:Omaha Eppley Airfield, Nebraska, USA
ONT:KONT:34.0560111:-117.6011861:943:Ontario International, California, USA
OOL:YBCG:-28.1661111:153.5036111:20:Coolangatta
ORD:KORD:41.9795944:-87.9044639:667:Chicago-O'Hare International, Illinois, USA
ORF:KORF:36.8946056:-76.2012389:27:Norfolk International, Virginia, USA
OSA::34.7833333:135.4500000:49:All Airports around Osaka, Japan
OSL:ENGM:60.1917583:11.0749750:670:All Airports around Oslo, Norway
PAO:KPAO:37.4609722:-122.1150278:5:Palo Alto Municipal, California, USA
PAP:MTPP:18.5833333:-72.3000000:95:Port-au-Prince, Haiti
PAR:LFPW:48.8333333:2.3333333:246:All Airports around Paris, France
PBI:KPBI:26.6832333:-80.0956250:19:Palm Beach International, Florida, USA
PDX:KPDX:45.5887083:-122.5975056:27:Portland International, Oregon, USA
PER:YPPH:-31.9413889:115.9652778:65:Perth, Western Australia, Australia
PHF:KPHF:37.1318944:-76.4929889:43:Newport News Patrick Henry International, Virginia, USA
PHL:KPHL:39.8703639:-75.2450194:21:Philadelphia International, Pennsylvania, USA
PHX:KPHX:33.4361028:-112.0095028:1133:Phoenix Sky Harbor International, Arizona, USA
PIE:KPIE:27.9107639:-82.6874389:10:St. Petersburg/Clearwater, Florida, USA
PIT:KPIT:40.4914667:-80.2328722:1203:Pittsburgh International, Pennsylvania, USA
PMI:LEPA:39.5516667:2.7388889:26:Palma De Mallorca, Spain
POS:TTPP:10.4666667:-61.3972222:17:Port Of Spain, Trinidad
PRG:LKPR:50.1008333:14.2600000:1201:Prague, CS
PSP:KPSP:33.8286222:-116.5056611:463:Palm Springs Municipal, California, USA
PTP:TFFR:16.2666667:-61.5166667:26:Pointe-a-Pitre, GP
PVD:KPVD:41.7235111:-71.4267222:55:Providence Theodore Francis Green State, Rhode Island, USA
PWM:KPWM:43.6461722:-70.3087389:74:Portland International Jetport, Maine, USA
QDV:KQDV::::All Airports around Denver, Colorado, USA
QLA:KQLA::::All Airports around Los Angeles, California, USA
QSF:KQSF:36.1833333:5.3333333:3406:All Airports around San Francisco, California, USA
RDU:KRDU:35.8776361:-78.7874333:436:Raleigh-Durham, North Carolina, USA
RIC:KRIC:37.5051806:-77.3196778:168:Richmond International/Byrd Field, Virginia, USA
RIO:SBJR:-22.9833333:-43.3666667:10:All Airports around Rio de Janeiro, RJ, Brazil
RNO:KRNO:39.4985750:-119.7680639:4414:Reno Cannon International, Nevada, USA
ROC:KROC:43.1188667:-77.6723833:560:Rochester International, New York, USA
ROM:LIRU:41.9519444:12.5008333:79:All Airports around Roma, Italy
RSW:KRSW:26.5361639:-81.7551556:30:Ft. Meyers Southwest Florida Regional, Florida, USA
SAN:KSAN:32.7335556:-117.1896556:15:San Diego International/Lindbergh Field, California, USA
SAO::-23.6333333:-46.6500000::All Airports around Sao Paulo, SP, Brazil
SAT:KSAT:29.5336750:-98.4697667:809:San Antonio International, Texas, USA
SAV:KSAV:32.1275833:-81.2021417:51:Savannah International, Georgia, USA
SBA:KSBA:34.4262111:-119.8403722:10:Santa Barbara Municipal, California, USA
SCL:SCEL:-33.3833333:-70.7833333:1554:Santiago, Chile
SDF:KSDF:38.1750944:-85.7334667:496:Louisville Standiford Field, Kentucky, USA
SEA:KSEA:47.4489806:-122.3093139:429:Seattle-Tacoma International, Washington, USA
SEL:RKSS:37.5500000:126.8000000:62:Seoul, South Korea
SFO:KSFO:37.6190028:-122.3748444:11:San Francisco International, California, USA
SGF:KSGF:37.2443250:-93.3868583:1267:Springfield Regional, Missouri, USA
SIN:WSSS:1.3666667:103.9833333:22:Singapore
SJC:KSJC:37.3618611:-121.9290083:58:San Jose International, California, USA
SKB:TKPK:17.3166667:-62.7166667:157:Saint Kitts, Leeward Islands
SLC:KSLC:40.7883889:-111.9777722:4226:Salt Lake City International, Utah, USA
SLU:TLPC:14.0166667:-61.0000000:7:St. Lucia, LC
SMF:KSMF:38.6954306:-121.5907639:24:Sacramento Metro, California, USA
SNA:KSNA:33.6756583:-117.8682222:54:Santa Ana/Orange County/John Wayne, California, USA
SPS:KSPS:33.9850972:-98.4921917:1015:Wichita Falls, Texas, USA
SQL:KSQL:37.5110472:-122.2496889:2:San Carlos Municipal, California, USA
SRQ:KSRQ:27.3953389:-82.5541056:28:Sarasota, Florida, USA
STA:EKVJ:55.9902778:8.3536111:16:Stuttgart, Germany
STL:KSTL:38.7476861:-90.3599778:605:St. Louis/Lambert International, Missouri, USA
STO:ESSE:59.3450000:17.7405556:19:All Airports around Stockholm, Sweden
SUX:KSUX:42.4026028:-96.3843667:1098:Sioux City International, Iowa, USA
SVD:TVSV:13.1500000:-61.2166667:43:Saint Vincent, VC
SXF:ETBS:52.3833333:13.5166667::Berlin Schoenefeld, Germany
SXM:TNCM:18.0500000:-63.1166667:30:Saint Maarten, NL AN
SYD:YSSY:-33.9408333:151.1708333:21:Sydney, New South Wales, Australia
SYR:KSYR:43.1111861:-76.1063111:421:Syracuse Hancock International, New York, USA
TAB:TTCP:11.1500000:-60.8500000:26:Tobago
THF:EDDI:52.4736111:13.4016667:161:Berlin Tempelhof, Germany
TLV:LLBG:32.0166667:34.8833333:161:Tel Aviv, Israel
TOL:KTOL:41.5868167:-83.8078306:684:Toledo Express, Ohio, USA
TPA:KTPA:27.9754722:-82.5332500:27:Tampa International, Florida, USA
TPE:RCTP:25.0833333:121.2166667:108:Taipei, Taiwan
TSV:YBTL:-19.2541667:146.7641667:19:Townsville, Queensland, Australia
TUL:KTUL:36.1983722:-95.8882417:676:Tulsa International, Oklahoma, USA
TUS:KTUS:32.1162444:-110.9412583:2641:Tucson International, Arizona, USA
TXL:EDDT:52.5597222:13.2877778:121:Berlin Tegel, Germany
TYO:RJTD:35.6833333:139.7666667:118:All Airports around Tokyo, Japan
TYS:KTYS:35.8124861:-83.9928556:981:Knoxville McGhee Tyson, Tennessee, USA
UCA:KUCA:43.1451194:-75.3838583:743:Utica/Oneida County, New York, USA
UVF:TLPL:13.7500000:-60.9500000:10:St. Lucia, LC
WAS:KWAS:49.4833333:-123.3000000:0:All Airports around Washington, District of Columbia, USA
YAM:CYAM:46.4850000:-84.5094444:630:Sault Ste Marie, Ontario, Canada
YBC:CYBC:49.2000000:-68.2666667:71:Baie-Comeau, Quebec, Canada
YBG:CYBG:48.3305556:-70.9963889:522:Bagotville, Quebec, Canada
YBL:CYBL:49.9508333:-125.2708333:346:Campbell River, British Columbia, Canada
YCB:CYCB:69.1080556:-105.1383333:89:Cambridge Bay, Northwest Territories, Canada
YCD:CYCD:49.0522222:-123.8700000:93:Nanaimo, British Columbia, Canada
YCG:CYCG:49.2963889:-117.6325000:1624:Castlegar, British Columbia, Canada
YDF:CYDF:49.2108333:-57.3913889:72:Deer Lake/Corner Brook, Newfoundland, Canada
YDL:CYDL:58.4222222:-130.0322222:2677:Dease Lake, British Columbia, Canada
YDQ:CYDQ:55.7416667:-120.1827778:2149:Dawson Creek, British Columbia, Canada
YEA:CYEA:50.9333333:-110.0130556:2211:All Airports around Edmonton, Alberta, Canada
YEG:CYEG:53.3097222:-113.5797222:2372:Edmonton International, Alberta, Canada
YEV:CYEV:68.3041667:-133.4827778:338:Inuvik, Northwest Territories, Canada
YFB:CYFB:63.7563889:-68.5558333:112:Iqaluit, Northwest Territories, Canada
YFC:CYFC:45.8694444:-66.5316667:66:Fredericton, New Brunswick, Canada
YGP:CYGP:48.7752778:-64.4786111:108:Gaspe, Quebec, Canada
YGR:CYGR:47.4247222:-61.7780556:34:Iles-de-la-Madeleine, Quebec, Canada
YGV:CYGV:50.2819444:-63.6113889:125:Havre St. Pierre, Quebec, Canada
YHD:CYHD:49.8316667:-92.7441667:1255:Dryden, Ontario, Canada
YHU:CYHU:45.5175000:-73.4169444:90:St.-Hubert, Montreal, Quebec, Canada
YHZ:CYHZ:44.8808333:-63.5086111:476:Halifax, Nova Scotia, Canada
YKA:CYKA:50.7022222:-120.4419444:1133:Kamloops, British Columbia, Canada
YKL:CYKL:54.8055556:-66.8058333:1709:Schefferville, Quebec, Canada
YLL:CYLL:53.3091667:-110.0725000:2195:Lloydminster, Saskatchewan, Canada
YLW:CYLW:49.9561111:-119.3777778:1409:Kelowna, British Columbia, Canada
YMM:CYMM:56.6527778:-111.2216667:1211:Fort McMurray, Alberta, Canada
YMQ:CYMQ::::All Airports around Montreal, Quebec, Canada
YMX:CYMX:45.6797222:-74.0386111:270:Mirabel International, Montreal, Quebec, Canada
YMY:CYMY:50.7177778:-93.3836111:1269:Victoria STOLport, Montreal, Quebec, Canada
YNA:CYNA:50.1897222:-61.7891667:36:Natashquan, Quebec, Canada
YOW:CYOW:-27.9000000:144.6166667:649:McDonald-Cartier International, Ottawa
YPN:CYPN:49.8361111:-64.2869444:174:Port Menier, Quebec, Canada
YPR:CYPR:54.2861111:-130.4447222:116:Prince Rupert, British Columbia, Canada
YQB:CYQB:46.7933333:-71.3913889:240:Quebec, Quebec, Canada
YQG:CYQG:42.2747222:-82.9583333:622:Windsor, Ontario, Canada
YQH:CYQH:60.1177778:-128.8219444:2264:Watson Lake, Yukon Territory, Canada
YQI:CYQI:43.8269444:-66.0880556:141:Yarmouth, Nova Scotia, Canada
YQK:CYQK:49.7883333:-94.3630556:1348:Kenora, Ontario, Canada
YQL:CYQL:49.6302778:-112.7997222:3048:Lethbridge, Alberta, Canada
YQM:CYQM:46.1122222:-64.6825000:233:Moncton, New Brunswick, Canada
YQQ:CYQQ:49.7036111:-124.8866667:84:Comox, British Columbia, Canada
YQR:CYQR:50.4319444:-104.6658333:1893:Regina, Saskatchewan, Canada
YQT:CYQT:48.3719444:-89.3238889:653:Thunder Bay, Ontario, Canada
YQU:CYQU:55.1797222:-118.8850000:2195:Grande Prairie, Alberta, Canada
YQX:CYQX:48.9400000:-54.5686111:496:Gander, Newfoundland, Canada
YQY:CYQY:46.1613889:-60.0477778:203:Sydney/Glace Bay, Nova Scotia, Canada
YQZ:CYQZ:53.0261111:-122.5100000:1788:Quesnel, British Columbia, Canada
YRJ:CYRJ:48.5200000:-72.2655556:587:Roberval, Quebec, Canada
YRL:CYRL:51.0669444:-93.7930556:1257:Red Lake, Ontario, Canada
YRT:CYRT:62.8113889:-92.1158333:105:Rankin Inlet, Northwest Territories, Canada
YSB:CYSB:46.6250000:-80.7988889:1142:Sudbury, Ontario, Canada
YSJ:CYSJ:45.3161111:-65.8902778:358:Saint John, New Brunswick, Canada
YSL:CYSL:47.1575000:-67.8347222:791:St. Leonard, New Brunswick, Canada
YTO:CYTO:43.7833333:-79.4666667:614:All Airports around Toronto, Ontario, Canada
YTS:CYTS:48.5697222:-81.3766667:968:Timmins, Ontario, Canada
YTZ:CYTZ:43.6275000:-79.3961111:253:Toronto-City Centre, Ontario, Canada
YUL:CYUL:45.4680556:-73.7413889:117:Dorval International, Montreal, Quebec, Canada
YUY:CYUY:48.2066667:-78.8338889:988:Rouyn, Quebec, Canada
YVO:CYVO:48.0538889:-77.7825000:1106:Val-D'or, Quebec, Canada
YVR:CYVR:49.1938889:-123.1844444:14:Vancouver International, British Columbia, Canada
YWG:CYWG:49.9108333:-97.2430556:784:Winnipeg, Manitoba, Canada
YWK:CYWK:52.9219444:-66.8644444:1808:Wabush, Newfoundland, Canada
YWL:CYWL:52.1830556:-122.0541667:3084:Williams Lake, British Columbia, Canada
YXC:CYXC:49.6102778:-115.7825000:3081:Cranbrook, British Columbia, Canada
YXE:CYXE:52.1708333:-106.6997222:1654:Saskatoon, Saskatchewan, Canada
YXH:CYXH:50.0188889:-110.7208333:2349:Medicine Hat, Alberta, Canada
YXJ:CYXJ:56.2380556:-120.7402778:2280:Fort St.John, British Columbia, Canada
YXL:CYXL:50.1152778:-91.9055556:1280:Sioux Lookout, Ontario, Canada
YXS:CYXS:53.8908333:-122.6788889:2267:Prince George, British Columbia, Canada
YXT:CYXT:54.4663889:-128.5775000:712:Terrace, British Columbia, Canada
YXU:CYXU:43.0355556:-81.1538889:912:London, Ontario, Canada
YYB:CYYB:46.3636111:-79.4227778:1217:North Bay, Ontario, Canada
